order,ST_NUM,ST_NAME,CITY,ZIPCODE,GIS_ID,TOTAL_SCORE,latitude,longitude,cluster,WKT,x,y
5,13,PUTNAM ST,ROXBURY,2119,0903257000,51,42.32984321305425,-71.08878948025858,16,"POLYGON ((-71.0928635 42.3318828,-71.0839591 42.3318828,-71.0839591 42.3272993,-71.0928635 42.3272993,-71.0928635 42.3318828))",5.0,2.0
6,30,DUDLEY ST,ROXBURY,2119,0903256040,61,42.32962897474705,-71.08882593073984,16,"POLYGON ((-71.0928635 42.3318828,-71.0839591 42.3318828,-71.0839591 42.3272993,-71.0928635 42.3272993,-71.0928635 42.3318828))",5.0,2.0
7,32,DUDLEY ST,ROXBURY,2119,0903256030,61,42.32958294803055,-71.08867367258179,16,"POLYGON ((-71.0928635 42.3318828,-71.0839591 42.3318828,-71.0839591 42.3272993,-71.0928635 42.3272993,-71.0928635 42.3318828))",5.0,2.0
8,34,DUDLEY ST,ROXBURY,2119,0903256020,81,42.32956156171025,-71.08852304665893,16,"POLYGON ((-71.0928635 42.3318828,-71.0839591 42.3318828,-71.0839591 42.3272993,-71.0928635 42.3272993,-71.0928635 42.3318828))",5.0,2.0
9,2,WILLOUGHBY PL,ROXBURY,2119,0903579010,66,42.32875325759625,-71.09027370003292,16,"POLYGON ((-71.0928635 42.3318828,-71.0839591 42.3318828,-71.0839591 42.3272993,-71.0928635 42.3272993,-71.0928635 42.3318828))",5.0,2.0
10,4,WILLOUGHBY PL,ROXBURY,2119,0903576010,66,42.3289106558107,-71.09046483440957,16,"POLYGON ((-71.0928635 42.3318828,-71.0839591 42.3318828,-71.0839591 42.3272993,-71.0928635 42.3272993,-71.0928635 42.3318828))",5.0,2.0
11,14,BLANCHARD ST,ROXBURY,2119,0903587010,76,42.32862910101795,-71.09001236874315,16,"POLYGON ((-71.0928635 42.3318828,-71.0839591 42.3318828,-71.0839591 42.3272993,-71.0928635 42.3272993,-71.0928635 42.3318828))",5.0,2.0
12,16,BLANCHARD ST,ROXBURY,2119,0903585010,76,42.328513462154646,-71.09019093188803,16,"POLYGON ((-71.0928635 42.3318828,-71.0839591 42.3318828,-71.0839591 42.3272993,-71.0928635 42.3272993,-71.0928635 42.3318828))",5.0,2.0
13,40,NORFOLK ST,ROXBURY,2119,0903580010,66,42.32861533264135,-71.09038544628943,16,"POLYGON ((-71.0928635 42.3318828,-71.0839591 42.3318828,-71.0839591 42.3272993,-71.0928635 42.3272993,-71.0928635 42.3318828))",5.0,2.0
14,34,LAMBERT ST,ROXBURY,2119,0903603000,61,42.328312290697056,-71.09046408336786,16,"POLYGON ((-71.0928635 42.3318828,-71.0839591 42.3318828,-71.0839591 42.3272993,-71.0928635 42.3272993,-71.0928635 42.3318828))",5.0,2.0
15,51,NORFOLK ST,ROXBURY,2119,0903607000,51,42.32824709090005,-71.09018882464582,16,"POLYGON ((-71.0928635 42.3318828,-71.0839591 42.3318828,-71.0839591 42.3272993,-71.0928635 42.3272993,-71.0928635 42.3318828))",5.0,2.0
16,38,NORFOLK ST,ROXBURY,2119,0903581010,75,42.3286698348988,-71.0905077505836,16,"POLYGON ((-71.0928635 42.3318828,-71.0839591 42.3318828,-71.0839591 42.3272993,-71.0928635 42.3272993,-71.0928635 42.3318828))",5.0,2.0
17,10,LAMBERT ST,ROXBURY,2119,0903615010,78,42.32865478428645,-71.09139560097543,16,"POLYGON ((-71.0928635 42.3318828,-71.0839591 42.3318828,-71.0839591 42.3272993,-71.0928635 42.3272993,-71.0928635 42.3318828))",5.0,2.0
18,8,LAMBERT ST,ROXBURY,2119,0903615020,78,42.328686966383,-71.09148556729562,16,"POLYGON ((-71.0928635 42.3318828,-71.0839591 42.3318828,-71.0839591 42.3272993,-71.0928635 42.3272993,-71.0928635 42.3318828))",5.0,2.0
19,6,LAMBERT ST,ROXBURY,2119,0903615030,78,42.3287374070183,-71.09156297897155,16,"POLYGON ((-71.0928635 42.3318828,-71.0839591 42.3318828,-71.0839591 42.3272993,-71.0928635 42.3272993,-71.0928635 42.3318828))",5.0,2.0
20,34,HIGHLAND ST,ROXBURY,2119,0903620010,51,42.32881748842245,-71.09169927112667,16,"POLYGON ((-71.0928635 42.3318828,-71.0839591 42.3318828,-71.0839591 42.3272993,-71.0928635 42.3272993,-71.0928635 42.3318828))",5.0,2.0
21,25,HIGHLAND ST,ROXBURY,2119,0903540000,57,42.329110016792654,-71.09189637176826,16,"POLYGON ((-71.0928635 42.3318828,-71.0839591 42.3318828,-71.0839591 42.3272993,-71.0928635 42.3272993,-71.0928635 42.3318828))",5.0,2.0
22,11,MORLEY ST,ROXBURY,2119,0903542000,60,42.32916924190735,-71.09204352648214,16,"POLYGON ((-71.0928635 42.3318828,-71.0839591 42.3318828,-71.0839591 42.3272993,-71.0928635 42.3272993,-71.0928635 42.3318828))",5.0,2.0
23,17,MORLEY ST,ROXBURY,2119,0903544000,51,42.32928076959935,-71.09203760606178,16,"POLYGON ((-71.0928635 42.3318828,-71.0839591 42.3318828,-71.0839591 42.3272993,-71.0928635 42.3272993,-71.0928635 42.3318828))",5.0,2.0
24,15,MORLEY ST,ROXBURY,2119,0903543000,51,42.3292253340459,-71.0920354451269,16,"POLYGON ((-71.0928635 42.3318828,-71.0839591 42.3318828,-71.0839591 42.3272993,-71.0928635 42.3272993,-71.0928635 42.3318828))",5.0,2.0
25,36,HIGHLAND ST,ROXBURY,2119,0903619000,61,42.3286927530233,-71.09178439097904,16,"POLYGON ((-71.0928635 42.3318828,-71.0839591 42.3318828,-71.0839591 42.3272993,-71.0928635 42.3272993,-71.0928635 42.3318828))",5.0,2.0
26,12,LAMBERT ST,ROXBURY,2119,0903614010,78,42.3286065167733,-71.09129952411368,16,"POLYGON ((-71.0928635 42.3318828,-71.0839591 42.3318828,-71.0839591 42.3272993,-71.0928635 42.3272993,-71.0928635 42.3318828))",5.0,2.0
27,13  15,LAMBERT ST,ROXBURY,2119,0903645000,59,42.32830873226655,-71.09141524057314,16,"POLYGON ((-71.0928635 42.3318828,-71.0839591 42.3318828,-71.0839591 42.3272993,-71.0928635 42.3272993,-71.0928635 42.3318828))",5.0,2.0
28,5,ALVAH KITTREDGE PK,ROXBURY,2119,0903513000,59,42.3285404642872,-71.09249768270215,16,"POLYGON ((-71.0928635 42.3318828,-71.0839591 42.3318828,-71.0839591 42.3272993,-71.0928635 42.3272993,-71.0928635 42.3318828))",5.0,2.0
29,23  25,MILLMONT ST,ROXBURY,2119,0903675000,60,42.3277393733393,-71.09143829586574,16,"POLYGON ((-71.0928635 42.3318828,-71.0839591 42.3318828,-71.0839591 42.3272993,-71.0928635 42.3272993,-71.0928635 42.3318828))",5.0,2.0
30,18,DORR ST,ROXBURY,2119,0903657010,81,42.32753416674935,-71.09171104600195,16,"POLYGON ((-71.0928635 42.3318828,-71.0839591 42.3318828,-71.0839591 42.3272993,-71.0928635 42.3272993,-71.0928635 42.3318828))",5.0,2.0
31,20,DORR ST,ROXBURY,2119,0903656010,80,42.3275035514679,-71.09157918563807,16,"POLYGON ((-71.0928635 42.3318828,-71.0839591 42.3318828,-71.0839591 42.3272993,-71.0928635 42.3272993,-71.0928635 42.3318828))",5.0,2.0
32,22,DORR ST,ROXBURY,2119,0903654010,61,42.3274197019986,-71.09147085053843,16,"POLYGON ((-71.0928635 42.3318828,-71.0839591 42.3318828,-71.0839591 42.3272993,-71.0928635 42.3272993,-71.0928635 42.3318828))",5.0,2.0
33,27,LAMBERT AV,ROXBURY,2119,0903598000,59,42.3279327357249,-71.08998695255693,16,"POLYGON ((-71.0928635 42.3318828,-71.0839591 42.3318828,-71.0839591 42.3272993,-71.0928635 42.3272993,-71.0928635 42.3318828))",5.0,2.0
34,23,LAMBERT AV,ROXBURY,2119,0903596000,59,42.32810061034275,-71.08992522142398,16,"POLYGON ((-71.0928635 42.3318828,-71.0839591 42.3318828,-71.0839591 42.3272993,-71.0928635 42.3272993,-71.0928635 42.3318828))",5.0,2.0
35,36,DUDLEY ST,ROXBURY,2119,0903256010,81,42.329540707242245,-71.08837627380315,16,"POLYGON ((-71.0928635 42.3318828,-71.0839591 42.3318828,-71.0839591 42.3272993,-71.0928635 42.3272993,-71.0928635 42.3318828))",5.0,2.0
36,46,DUDLEY ST,ROXBURY,2119,0903253000,60,42.329475583369046,-71.08792007625865,16,"POLYGON ((-71.0928635 42.3318828,-71.0839591 42.3318828,-71.0839591 42.3272993,-71.0928635 42.3272993,-71.0928635 42.3318828))",5.0,2.0
37,53,DUDLEY ST,ROXBURY,2119,0903230000,60,42.3291096061253,-71.08775722295621,16,"POLYGON ((-71.0928635 42.3318828,-71.0839591 42.3318828,-71.0839591 42.3272993,-71.0928635 42.3272993,-71.0928635 42.3318828))",5.0,2.0
38,61,DUDLEY ST,ROXBURY,2119,0903234000,51,42.3290714815637,-71.08737158371429,16,"POLYGON ((-71.0928635 42.3318828,-71.0839591 42.3318828,-71.0839591 42.3272993,-71.0928635 42.3272993,-71.0928635 42.3318828))",5.0,2.0
39,56  58,DUDLEY ST,ROXBURY,2119,0903247000,60,42.32960016154635,-71.08733208143965,16,"POLYGON ((-71.0928635 42.3318828,-71.0839591 42.3318828,-71.0839591 42.3272993,-71.0928635 42.3272993,-71.0928635 42.3318828))",5.0,2.0
40,7,KENILWORTH ST,ROXBURY,2119,0903222000,51,42.3288889255801,-71.08726858369869,16,"POLYGON ((-71.0928635 42.3318828,-71.0839591 42.3318828,-71.0839591 42.3272993,-71.0928635 42.3272993,-71.0928635 42.3318828))",5.0,2.0
41,19,KENILWORTH ST,ROXBURY,2119,0903226000,67,42.32892584139495,-71.08771694543628,16,"POLYGON ((-71.0928635 42.3318828,-71.0839591 42.3318828,-71.0839591 42.3272993,-71.0928635 42.3272993,-71.0928635 42.3318828))",5.0,2.0
42,792 R,SHAWMUT AV,ROXBURY,2119,0902460000,51,42.3310661470322,-71.08439588194125,16,"POLYGON ((-71.0928635 42.3318828,-71.0839591 42.3318828,-71.0839591 42.3272993,-71.0928635 42.3272993,-71.0928635 42.3318828))",5.0,2.0
0,143,EUSTIS ST,ROXBURY,2119,0802290000,51,42.32865733915405,-71.07805274930169,17,"POLYGON ((-71.0839591 42.3318828,-71.0750547 42.3318828,-71.0750547 42.3272993,-71.0839591 42.3272993,-71.0839591 42.3318828))",7.0,2.0
1,145,EUSTIS ST,ROXBURY,2119,0802291000,61,42.3286234507126,-71.07797220579675,17,"POLYGON ((-71.0839591 42.3318828,-71.0750547 42.3318828,-71.0750547 42.3272993,-71.0839591 42.3272993,-71.0839591 42.3318828))",7.0,2.0
2,149,EUSTIS ST,ROXBURY,2119,0802293000,51,42.328558731508295,-71.07781592772173,17,"POLYGON ((-71.0839591 42.3318828,-71.0750547 42.3318828,-71.0750547 42.3272993,-71.0839591 42.3272993,-71.0839591 42.3318828))",7.0,2.0
3,50,ADAMS ST,ROXBURY,2119,0802231010,68,42.32811616495705,-71.07677439911409,17,"POLYGON ((-71.0839591 42.3318828,-71.0750547 42.3318828,-71.0750547 42.3272993,-71.0839591 42.3272993,-71.0839591 42.3318828))",7.0,2.0
4,189,EUSTIS ST,ROXBURY,2119,0802232000,68,42.3279839850822,-71.07668437173393,17,"POLYGON ((-71.0839591 42.3318828,-71.0750547 42.3318828,-71.0750547 42.3272993,-71.0839591 42.3272993,-71.0839591 42.3318828))",7.0,2.0
5,191,EUSTIS ST,ROXBURY,2119,0802233000,68,42.32791412679565,-71.07660667846089,17,"POLYGON ((-71.0839591 42.3318828,-71.0750547 42.3318828,-71.0750547 42.3272993,-71.0839591 42.3272993,-71.0839591 42.3318828))",7.0,2.0
6,195,EUSTIS ST,ROXBURY,2119,0802234000,68,42.3278483415495,-71.07652316918887,17,"POLYGON ((-71.0839591 42.3318828,-71.0750547 42.3318828,-71.0750547 42.3272993,-71.0839591 42.3272993,-71.0839591 42.3318828))",7.0,2.0
7,197,EUSTIS ST,ROXBURY,2119,0802235000,68,42.32778141127745,-71.07643824878174,17,"POLYGON ((-71.0839591 42.3318828,-71.0750547 42.3318828,-71.0750547 42.3272993,-71.0839591 42.3272993,-71.0839591 42.3318828))",7.0,2.0
8,201,EUSTIS ST,ROXBURY,2119,0802237000,68,42.327714488497904,-71.07635330220887,17,"POLYGON ((-71.0839591 42.3318828,-71.0750547 42.3318828,-71.0750547 42.3272993,-71.0839591 42.3272993,-71.0839591 42.3318828))",7.0,2.0
9,203,EUSTIS ST,ROXBURY,2119,0802238000,68,42.32764773755035,-71.07626809524837,17,"POLYGON ((-71.0839591 42.3318828,-71.0750547 42.3318828,-71.0750547 42.3272993,-71.0839591 42.3272993,-71.0839591 42.3318828))",7.0,2.0
10,207,EUSTIS ST,ROXBURY,2119,0802239000,68,42.3275823980003,-71.07618087910771,17,"POLYGON ((-71.0839591 42.3318828,-71.0750547 42.3318828,-71.0750547 42.3272993,-71.0839591 42.3272993,-71.0839591 42.3318828))",7.0,2.0
11,209,EUSTIS ST,ROXBURY,2119,0802241000,68,42.32748554466675,-71.07612551774099,17,"POLYGON ((-71.0839591 42.3318828,-71.0750547 42.3318828,-71.0750547 42.3272993,-71.0839591 42.3272993,-71.0839591 42.3318828))",7.0,2.0
12,215,EUSTIS ST,ROXBURY,2119,0802244000,68,42.3273529304387,-71.07596664362917,17,"POLYGON ((-71.0839591 42.3318828,-71.0750547 42.3318828,-71.0750547 42.3272993,-71.0839591 42.3272993,-71.0839591 42.3318828))",7.0,2.0
13,213,EUSTIS ST,ROXBURY,2119,0802242000,68,42.3274196359808,-71.07605217079498,17,"POLYGON ((-71.0839591 42.3318828,-71.0750547 42.3318828,-71.0750547 42.3272993,-71.0839591 42.3272993,-71.0839591 42.3318828))",7.0,2.0
14,52,ADAMS ST,ROXBURY,2119,0802231000,68,42.32806086623235,-71.07685185520074,17,"POLYGON ((-71.0839591 42.3318828,-71.0750547 42.3318828,-71.0750547 42.3272993,-71.0839591 42.3272993,-71.0839591 42.3318828))",7.0,2.0
15,54,ADAMS ST,ROXBURY,2119,0802230010,68,42.32799715908695,-71.07693857346584,17,"POLYGON ((-71.0839591 42.3318828,-71.0750547 42.3318828,-71.0750547 42.3272993,-71.0839591 42.3272993,-71.0839591 42.3318828))",7.0,2.0
16,56,ADAMS ST,DORCHESTER,2119,0802230000,68,42.3279052941269,-71.07696535571182,17,"POLYGON ((-71.0839591 42.3318828,-71.0750547 42.3318828,-71.0750547 42.3272993,-71.0839591 42.3272993,-71.0839591 42.3318828))",7.0,2.0
17,312,DUDLEY ST,ROXBURY,2119,0802228020,68,42.3278090037953,-71.07715861078107,17,"POLYGON ((-71.0839591 42.3318828,-71.0750547 42.3318828,-71.0750547 42.3272993,-71.0839591 42.3272993,-71.0839591 42.3318828))",7.0,2.0
18,314,DUDLEY ST,ROXBURY,2119,0802228010,68,42.32777455135975,-71.07711091161235,17,"POLYGON ((-71.0839591 42.3318828,-71.0750547 42.3318828,-71.0750547 42.3272993,-71.0839591 42.3272993,-71.0839591 42.3318828))",7.0,2.0
19,310,DUDLEY ST,ROXBURY,2119,0802229000,68,42.32785531458015,-71.0772230463278,17,"POLYGON ((-71.0839591 42.3318828,-71.0750547 42.3318828,-71.0750547 42.3272993,-71.0839591 42.3272993,-71.0839591 42.3318828))",7.0,2.0
20,291,DUDLEY ST,ROXBURY,2119,0802627000,58,42.327934480947405,-71.07824302735473,17,"POLYGON ((-71.0839591 42.3318828,-71.0750547 42.3318828,-71.0750547 42.3272993,-71.0839591 42.3272993,-71.0839591 42.3318828))",7.0,2.0
21,316,DUDLEY ST,ROXBURY,2119,0802228000,68,42.32772668402405,-71.07704722785577,17,"POLYGON ((-71.0839591 42.3318828,-71.0750547 42.3318828,-71.0750547 42.3272993,-71.0839591 42.3272993,-71.0839591 42.3318828))",7.0,2.0
22,22,FOREST ST,ROXBURY,2119,0802639000,51,42.3274155148499,-71.07829933230094,17,"POLYGON ((-71.0839591 42.3318828,-71.0750547 42.3318828,-71.0750547 42.3272993,-71.0839591 42.3272993,-71.0839591 42.3318828))",7.0,2.0
23,16,FOREST ST,ROXBURY,2119,0802641010,53,42.327548477198505,-71.07850628470979,17,"POLYGON ((-71.0839591 42.3318828,-71.0750547 42.3318828,-71.0750547 42.3272993,-71.0839591 42.3272993,-71.0839591 42.3318828))",7.0,2.0
24,14,FOREST ST,ROXBURY,2119,0802641020,53,42.3276178854007,-71.07860771471883,17,"POLYGON ((-71.0839591 42.3318828,-71.0750547 42.3318828,-71.0750547 42.3272993,-71.0839591 42.3272993,-71.0839591 42.3318828))",7.0,2.0
25,2,FOREST ST,ROXBURY,2119,0802647000,59,42.32791614875465,-71.0791864507334,17,"POLYGON ((-71.0839591 42.3318828,-71.0750547 42.3318828,-71.0750547 42.3272993,-71.0839591 42.3272993,-71.0839591 42.3318828))",7.0,2.0
26,26,MT PLEASANT AV,ROXBURY,2119,0802696000,60,42.32749316245515,-71.07927727211293,17,"POLYGON ((-71.0839591 42.3318828,-71.0750547 42.3318828,-71.0750547 42.3272993,-71.0839591 42.3272993,-71.0839591 42.3318828))",7.0,2.0
27,19,GREENVILLE ST,ROXBURY,2119,1200036010,57,42.32731997824865,-71.08095543829816,17,"POLYGON ((-71.0839591 42.3318828,-71.0750547 42.3318828,-71.0750547 42.3272993,-71.0839591 42.3272993,-71.0839591 42.3318828))",7.0,2.0
28,16,GREENVILLE ST,ROXBURY,2119,0802607010,53,42.32751209042565,-71.08032592146236,17,"POLYGON ((-71.0839591 42.3318828,-71.0750547 42.3318828,-71.0750547 42.3272993,-71.0839591 42.3272993,-71.0839591 42.3318828))",7.0,2.0
29,12,GREENVILLE ST,ROXBURY,2119,0802607020,53,42.3276755556426,-71.08036654853142,17,"POLYGON ((-71.0839591 42.3318828,-71.0750547 42.3318828,-71.0750547 42.3272993,-71.0839591 42.3272993,-71.0839591 42.3318828))",7.0,2.0
30,15,GREENVILLE ST,ROXBURY,2119,1200033000,51,42.3277164683933,-71.08096392094717,17,"POLYGON ((-71.0839591 42.3318828,-71.0750547 42.3318828,-71.0750547 42.3272993,-71.0839591 42.3272993,-71.0839591 42.3318828))",7.0,2.0
31,19,WARREN PL,ROXBURY,2119,1200059000,60,42.32776150350151,-71.0817632688049,17,"POLYGON ((-71.0839591 42.3318828,-71.0750547 42.3318828,-71.0750547 42.3272993,-71.0839591 42.3272993,-71.0839591 42.3318828))",7.0,2.0
32,14,WARREN PL,ROXBURY,2119,1200013000,60,42.32807087613276,-71.08184852894723,17,"POLYGON ((-71.0839591 42.3318828,-71.0750547 42.3318828,-71.0750547 42.3272993,-71.0839591 42.3272993,-71.0839591 42.3318828))",7.0,2.0
33,8,WARREN PL,ROXBURY,2119,1200016000,74,42.3281053036712,-71.08229234801516,17,"POLYGON ((-71.0839591 42.3318828,-71.0750547 42.3318828,-71.0750547 42.3272993,-71.0839591 42.3272993,-71.0839591 42.3318828))",7.0,2.0
34,6,WARREN PL,ROXBURY,2119,1200017000,51,42.32811808196505,-71.08244677509063,17,"POLYGON ((-71.0839591 42.3318828,-71.0750547 42.3318828,-71.0750547 42.3272993,-71.0839591 42.3272993,-71.0839591 42.3318828))",7.0,2.0
35,139,EUSTIS ST,ROXBURY,2119,0802288000,51,42.3287445613024,-71.07826232203848,17,"POLYGON ((-71.0839591 42.3318828,-71.0750547 42.3318828,-71.0750547 42.3272993,-71.0839591 42.3272993,-71.0839591 42.3318828))",7.0,2.0
0,20,POMPEII ST,ROXBURY,2119,0800982000,67,42.32955778873235,-71.07036807456292,19,"POLYGON ((-71.0706025 42.3318828,-71.0661503 42.3318828,-71.0661503 42.3272993,-71.0706025 42.3272993,-71.0706025 42.3318828))",10.0,2.0
1,22,POMPEII ST,ROXBURY,2119,0800981000,69,42.32950489900385,-71.0704335927584,19,"POLYGON ((-71.0706025 42.3318828,-71.0661503 42.3318828,-71.0661503 42.3272993,-71.0706025 42.3272993,-71.0706025 42.3318828))",10.0,2.0
0,11,LAWN ST,ROXBURY CROSSIN,2120,1001290040,75,42.3267265660909,-71.10394505463314,27,"POLYGON ((-71.1062201 42.3272993,-71.0973157 42.3272993,-71.0973157 42.3227158,-71.1062201 42.3227158,-71.1062201 42.3272993))",2.0,3.0
1,9,LAWN ST,ROXBURY CROSSIN,2120,1001290030,75,42.326651111578144,-71.10393126069852,27,"POLYGON ((-71.1062201 42.3272993,-71.0973157 42.3272993,-71.0973157 42.3227158,-71.1062201 42.3227158,-71.1062201 42.3272993))",2.0,3.0
2,7,LAWN ST,ROXBURY CROSSIN,2120,1001290020,75,42.3265763237179,-71.10391764617727,27,"POLYGON ((-71.1062201 42.3272993,-71.0973157 42.3272993,-71.0973157 42.3227158,-71.1062201 42.3227158,-71.1062201 42.3272993))",2.0,3.0
3,5,LAWN ST,ROXBURY CROSSIN,2120,1001290010,75,42.326495503211206,-71.10390314817134,27,"POLYGON ((-71.1062201 42.3272993,-71.0973157 42.3272993,-71.0973157 42.3227158,-71.1062201 42.3227158,-71.1062201 42.3272993))",2.0,3.0
4,171,HEATH ST,ROXBURY CROSSIN,2120,1001550010,75,42.326306774983095,-71.10431808148444,27,"POLYGON ((-71.1062201 42.3272993,-71.0973157 42.3272993,-71.0973157 42.3227158,-71.1062201 42.3227158,-71.1062201 42.3272993))",2.0,3.0
5,1,BICKFORD AV,ROXBURY CROSSIN,2120,1001262010,75,42.32678280303215,-71.10220445311695,27,"POLYGON ((-71.1062201 42.3272993,-71.0973157 42.3272993,-71.0973157 42.3227158,-71.1062201 42.3227158,-71.1062201 42.3272993))",2.0,3.0
6,3,BICKFORD AV,ROXBURY CROSSIN,2120,1001262020,75,42.3268665992844,-71.10221867941576,27,"POLYGON ((-71.1062201 42.3272993,-71.0973157 42.3272993,-71.0973157 42.3227158,-71.1062201 42.3227158,-71.1062201 42.3272993))",2.0,3.0
7,5,BICKFORD AV,ROXBURY CROSSIN,2120,1001262030,74,42.3269383613801,-71.10224361246924,27,"POLYGON ((-71.1062201 42.3272993,-71.0973157 42.3272993,-71.0973157 42.3227158,-71.1062201 42.3227158,-71.1062201 42.3272993))",2.0,3.0
8,7,BICKFORD AV,ROXBURY CROSSIN,2120,1001263010,75,42.3269740276058,-71.10234776725419,27,"POLYGON ((-71.1062201 42.3272993,-71.0973157 42.3272993,-71.0973157 42.3227158,-71.1062201 42.3227158,-71.1062201 42.3272993))",2.0,3.0
9,34  36,WENSLEY ST,ROXBURY CROSSIN,2120,1001264010,75,42.327140193101,-71.10234034130076,27,"POLYGON ((-71.1062201 42.3272993,-71.0973157 42.3272993,-71.0973157 42.3227158,-71.1062201 42.3227158,-71.1062201 42.3272993))",2.0,3.0
10,26  28,WENSLEY ST,ROXBURY CROSSIN,2120,1001264030,75,42.32708612828545,-71.10179504550527,27,"POLYGON ((-71.1062201 42.3272993,-71.0973157 42.3272993,-71.0973157 42.3227158,-71.1062201 42.3227158,-71.1062201 42.3272993))",2.0,3.0
11,22  24,WENSLEY ST,ROXBURY CROSSIN,2120,1001265010,75,42.3269588678385,-71.1015981352216,27,"POLYGON ((-71.1062201 42.3272993,-71.0973157 42.3272993,-71.0973157 42.3227158,-71.1062201 42.3227158,-71.1062201 42.3272993))",2.0,3.0
12,20,WENSLEY ST,ROXBURY CROSSIN,2120,1001267010,75,42.326949260282206,-71.10141534392042,27,"POLYGON ((-71.1062201 42.3272993,-71.0973157 42.3272993,-71.0973157 42.3227158,-71.1062201 42.3227158,-71.1062201 42.3272993))",2.0,3.0
13,18,WENSLEY ST,ROXBURY CROSSIN,2120,1001268010,75,42.3268519475806,-71.10141606465803,27,"POLYGON ((-71.1062201 42.3272993,-71.0973157 42.3272993,-71.0973157 42.3227158,-71.1062201 42.3227158,-71.1062201 42.3272993))",2.0,3.0
14,7,WENSLEY ST,ROXBURY CROSSIN,2120,1001294010,75,42.32684849028605,-71.1004036131509,27,"POLYGON ((-71.1062201 42.3272993,-71.0973157 42.3272993,-71.0973157 42.3227158,-71.1062201 42.3227158,-71.1062201 42.3272993))",2.0,3.0
15,3,WENSLEY ST,ROXBURY CROSSIN,2120,1001292040,74,42.3267099214665,-71.1000671072177,27,"POLYGON ((-71.1062201 42.3272993,-71.0973157 42.3272993,-71.0973157 42.3227158,-71.1062201 42.3227158,-71.1062201 42.3272993))",2.0,3.0
16,4,FISHER AV,ROXBURY CROSSIN,2120,1001292020,76,42.32693620295035,-71.09989932814148,27,"POLYGON ((-71.1062201 42.3272993,-71.0973157 42.3272993,-71.0973157 42.3227158,-71.1062201 42.3227158,-71.1062201 42.3272993))",2.0,3.0
17,6,FISHER AV,ROXBURY CROSSIN,2120,1001292010,76,42.3269919595592,-71.1000650738716,27,"POLYGON ((-71.1062201 42.3272993,-71.0973157 42.3272993,-71.0973157 42.3227158,-71.1062201 42.3227158,-71.1062201 42.3272993))",2.0,3.0
18,31,LAWN ST,ROXBURY CROSSIN,2120,1001356010,60,42.32705862739731,-71.10479925672118,27,"POLYGON ((-71.1062201 42.3272993,-71.0973157 42.3272993,-71.0973157 42.3227158,-71.1062201 42.3227158,-71.1062201 42.3272993))",2.0,3.0
19,88  90,WENSLEY ST,ROXBURY CROSSIN,2120,1001290080,74,42.3272598085045,-71.10402485036786,27,"POLYGON ((-71.1062201 42.3272993,-71.0973157 42.3272993,-71.0973157 42.3227158,-71.1062201 42.3227158,-71.1062201 42.3272993))",2.0,3.0
0,14,HIGHLAND PARK AV,ROXBURY,2119,1100667000,54,42.326867863572,-71.09528643740134,28,"POLYGON ((-71.0973157 42.3272993,-71.0928635 42.3272993,-71.0928635 42.3227158,-71.0973157 42.3227158,-71.0973157 42.3272993))",4.0,3.0
1,16,HIGHLAND PARK AV,ROXBURY,2119,1100666000,52,42.326800901332646,-71.09515827575237,28,"POLYGON ((-71.0973157 42.3272993,-71.0928635 42.3272993,-71.0928635 42.3227158,-71.0973157 42.3227158,-71.0973157 42.3272993))",4.0,3.0
2,18,HIGHLAND PARK AV,ROXBURY,2119,1100665000,51,42.32673331144875,-71.09502784605436,28,"POLYGON ((-71.0973157 42.3272993,-71.0928635 42.3272993,-71.0928635 42.3227158,-71.0973157 42.3227158,-71.0973157 42.3272993))",4.0,3.0
