order,ST_NUM,ST_NAME,CITY,ZIPCODE,GIS_ID,TOTAL_SCORE,latitude,longitude,cluster,centroid
16,52,DALE ST,ROXBURY,02119,1201584000,59,42.32084151,-71.0849476,8,"POINT(42.32118596041666, -71.08441449604167)"
17,49,DALE ST,ROXBURY,02119,1200702000,60,42.32105621,-71.08456292,8,"POINT(42.32118596041666, -71.08441449604167)"
18,18,MILLS ST,ROXBURY,02119,1200758000,51,42.32096607,-71.08334979,8,"POINT(42.32118596041666, -71.08441449604167)"
19,16,MILLS ST,ROXBURY,02119,1200759000,51,42.3210371,-71.08334407,8,"POINT(42.32118596041666, -71.08441449604167)"
20,14,MILLS ST,ROXBURY,02119,1200760000,51,42.32111116,-71.08333776,8,"POINT(42.32118596041666, -71.08441449604167)"
21,11,MILLS ST,ROXBURY,02119,1200729000,61,42.32129831,-71.08360887,8,"POINT(42.32118596041666, -71.08441449604167)"
22,8,MILLS ST,ROXBURY,02119,1200763000,51,42.32131319,-71.08328983,8,"POINT(42.32118596041666, -71.08441449604167)"
23,9,MILLS ST,ROXBURY,02119,1200728000,51,42.32138803,-71.08355619,8,"POINT(42.32118596041666, -71.08441449604167)"
24,6,MILLS ST,ROXBURY,02119,1200764000,51,42.32138625,-71.08326498,8,"POINT(42.32118596041666, -71.08441449604167)"
25,4,MILLS ST,ROXBURY,02119,1200765000,51,42.32145118,-71.08324248,8,"POINT(42.32118596041666, -71.08441449604167)"
26,16,ROCKLAND ST,ROXBURY,02119,1200725000,56,42.32176638,-71.08347078,8,"POINT(42.32118596041666, -71.08441449604167)"
27,6,ROCKLAND AV,ROXBURY,02119,1200744000,60,42.32166907,-71.08377459,8,"POINT(42.32118596041666, -71.08441449604167)"
28,7,SHERMAN ST,ROXBURY,02119,1200750000,51,42.32125921,-71.08307806,8,"POINT(42.32118596041666, -71.08441449604167)"
29,13,SHERMAN ST,ROXBURY,02119,1200753000,60,42.32094417,-71.08305312,8,"POINT(42.32118596041666, -71.08441449604167)"
30,17,DALE ST,ROXBURY,02119,1200754000,86,42.3208291,-71.0829652,8,"POINT(42.32118596041666, -71.08441449604167)"
31,19,DALE ST,ROXBURY,02119,1200755000,86,42.32077942,-71.08308526,8,"POINT(42.32118596041666, -71.08441449604167)"
32,38,DALE ST,ROXBURY,02119,1201167000,60,42.32054465,-71.08392962,8,"POINT(42.32118596041666, -71.08441449604167)"
33,48,DALE ST,ROXBURY,02119,1201163000,60,42.32070743,-71.08447641,8,"POINT(42.32118596041666, -71.08441449604167)"
34,50,DALE ST,ROXBURY,02119,1201585000,51,42.32080234,-71.08479203,8,"POINT(42.32118596041666, -71.08441449604167)"
35,6,LAUREL ST,ROXBURY,02119,1201161000,51,42.32048296,-71.08458987,8,"POINT(42.32118596041666, -71.08441449604167)"
36,8,LAUREL ST,ROXBURY,02119,1201160000,61,42.32040214,-71.08464082,8,"POINT(42.32118596041666, -71.08441449604167)"
37,9,LAUREL ST,ROXBURY,02119,1201587000,51,42.32057983,-71.08508169,8,"POINT(42.32118596041666, -71.08441449604167)"
38,24,LAUREL ST,ROXBURY,02119,1201599000,61,42.32000784,-71.08503082,8,"POINT(42.32118596041666, -71.08441449604167)"
39,27,LAUREL ST,ROXBURY,02119,1201593000,61,42.32005482,-71.08554141,8,"POINT(42.32118596041666, -71.08441449604167)"
40,43,CATAWBA ST,ROXBURY,02119,1201158000,51,42.32033087,-71.08441953,8,"POINT(42.32118596041666, -71.08441449604167)"
41,39,CATAWBA ST,ROXBURY,02119,1201157000,51,42.32032014,-71.08427984,8,"POINT(42.32118596041666, -71.08441449604167)"
42,37,CATAWBA ST,ROXBURY,02119,1201156000,61,42.32028962,-71.08415875,8,"POINT(42.32118596041666, -71.08441449604167)"
43,34  36,CATAWBA ST,ROXBURY,02119,1201605000,61,42.31987449,-71.08414657,8,"POINT(42.32118596041666, -71.08441449604167)"
44,25,CATAWBA ST,ROXBURY,02119,1201152000,66,42.32016863,-71.08368758,8,"POINT(42.32118596041666, -71.08441449604167)"
45,17,CATAWBA ST,ROXBURY,02119,1201148000,51,42.32007191,-71.08331151,8,"POINT(42.32118596041666, -71.08441449604167)"
46,32  30,CATAWBA ST,ROXBURY,02119,1201605005,61,42.31985197,-71.08406042,8,"POINT(42.32118596041666, -71.08441449604167)"
47,22  24,CATAWBA ST,ROXBURY,02119,1201607000,60,42.31980609,-71.08388796,8,"POINT(42.32118596041666, -71.08441449604167)"
0,16 A,ROCKVILLE PK,ROXBURY,02119,1200173010,61,42.32506542,-71.0818633,9,"POINT(42.32169388376811, -71.07944581318839)"
1,11,ROCKVILLE PK,ROXBURY,02119,1200159000,51,42.32451383,-71.08180404,9,"POINT(42.32169388376811, -71.07944581318839)"
2,11,WHITING ST,ROXBURY,02119,1200223000,51,42.32392552,-71.08199665,9,"POINT(42.32169388376811, -71.07944581318839)"
3,17,WHITING ST,ROXBURY,02119,1200224000,69,42.32395426,-71.0818676,9,"POINT(42.32169388376811, -71.07944581318839)"
4,28,WHITING ST,ROXBURY,02119,1200209000,61,42.32435776,-71.08158001,9,"POINT(42.32169388376811, -71.07944581318839)"
5,27 27A,WHITING ST,ROXBURY,02119,1200226000,51,42.32405658,-71.08139586,9,"POINT(42.32169388376811, -71.07944581318839)"
6,38,WHITING ST,ROXBURY,02119,1200204000,57,42.32460097,-71.08091795,9,"POINT(42.32169388376811, -71.07944581318839)"
7,39  41,WHITING ST,ROXBURY,02119,1200229000,57,42.32428818,-71.08052876,9,"POINT(42.32169388376811, -71.07944581318839)"
8,73,MORELAND ST,ROXBURY,02119,1200272030,62,42.32381212,-71.0793489,9,"POINT(42.32169388376811, -71.07944581318839)"
9,71,MORELAND ST,ROXBURY,02119,1200272020,62,42.32387894,-71.0794803,9,"POINT(42.32169388376811, -71.07944581318839)"
10,25,MONTROSE ST,ROXBURY,02119,1200252000,57,42.3237204,-71.08032412,9,"POINT(42.32169388376811, -71.07944581318839)"
11,2,ASPEN ST,ROXBURY,02119,1200268000,61,42.32370266,-71.08000827,9,"POINT(42.32169388376811, -71.07944581318839)"
12,18  20,MONTROSE ST,ROXBURY,02119,1200237010,72,42.32391036,-71.08084725,9,"POINT(42.32169388376811, -71.07944581318839)"
13,17,MONTROSE ST,ROXBURY,02119,1200248000,51,42.32352108,-71.08086366,9,"POINT(42.32169388376811, -71.07944581318839)"
14,11,MONTROSE ST,ROXBURY,02119,1200245000,61,42.32335931,-71.08143931,9,"POINT(42.32169388376811, -71.07944581318839)"
15,3,DUNREATH ST,ROXBURY,02119,1200282000,58,42.32271179,-71.08133538,9,"POINT(42.32169388376811, -71.07944581318839)"
16,4,ASPEN ST,ROXBURY,02119,1200267000,51,42.32357419,-71.0799421,9,"POINT(42.32169388376811, -71.07944581318839)"
17,6,ASPEN ST,ROXBURY,02119,1200266000,61,42.323599,-71.0797446,9,"POINT(42.32169388376811, -71.07944581318839)"
18,55,COPELAND ST,ROXBURY,02119,1200327000,68,42.32277752,-71.07961281,9,"POINT(42.32169388376811, -71.07944581318839)"
19,42  44,COPELAND ST,ROXBURY,02119,1200296000,57,42.32271581,-71.08035545,9,"POINT(42.32169388376811, -71.07944581318839)"
20,41,COPELAND ST,ROXBURY,02119,1200313000,59,42.32233598,-71.08013488,9,"POINT(42.32169388376811, -71.07944581318839)"
21,45,COPELAND ST,ROXBURY,02119,1200315000,59,42.32246399,-71.07997306,9,"POINT(42.32169388376811, -71.07944581318839)"
22,2,COPELAND PK,ROXBURY,02119,1200333000,51,42.32273408,-71.07901703,9,"POINT(42.32169388376811, -71.07944581318839)"
23,76,COPELAND ST,ROXBURY,02119,1200274000,69,42.3234774,-71.07937428,9,"POINT(42.32169388376811, -71.07944581318839)"
24,82  84,COPELAND ST,ROXBURY,02119,1200272050,62,42.32371979,-71.07913642,9,"POINT(42.32169388376811, -71.07944581318839)"
25,17,PERRIN ST,ROXBURY,02119,1200349000,60,42.32287099,-71.07828679,9,"POINT(42.32169388376811, -71.07944581318839)"
26,85,BLUE HILL AV,ROXBURY,02119,1200385000,60,42.32242264,-71.07736948,9,"POINT(42.32169388376811, -71.07944581318839)"
27,97,BLUE HILL AV,ROXBURY,02119,1200397020,76,42.32178431,-71.07760278,9,"POINT(42.32169388376811, -71.07944581318839)"
28,93,BLUE HILL AV,ROXBURY,02119,1200389000,60,42.32204845,-71.07749848,9,"POINT(42.32169388376811, -71.07944581318839)"
29,3,MURRAY AV,ROXBURY,02119,1200392000,51,42.32210065,-71.07784439,9,"POINT(42.32169388376811, -71.07944581318839)"
30,6,MURRAY AV,ROXBURY,02119,1200393000,60,42.32209126,-71.07802451,9,"POINT(42.32169388376811, -71.07944581318839)"
31,5,MURRAY AV,ROXBURY,02119,1200394010,67,42.32185043,-71.07816975,9,"POINT(42.32169388376811, -71.07944581318839)"
32,2,MURRAY AV,ROXBURY,02119,1200391000,61,42.32209543,-71.0777233,9,"POINT(42.32169388376811, -71.07944581318839)"
33,95,BLUE HILL AV,ROXBURY,02119,1200390030,76,42.32190855,-71.07744466,9,"POINT(42.32169388376811, -71.07944581318839)"
34,1,IRWIN AV,ROXBURY,02119,1200401010,68,42.32164204,-71.07811074,9,"POINT(42.32169388376811, -71.07944581318839)"
35,3,IRWIN AV,ROXBURY,02119,1200401020,70,42.32167066,-71.07820861,9,"POINT(42.32169388376811, -71.07944581318839)"
36,7,IRWIN AV,ROXBURY,02119,1200402020,68,42.32175471,-71.07839298,9,"POINT(42.32169388376811, -71.07944581318839)"
37,42,PERRIN ST,ROXBURY,02119,1200364000,61,42.3219194,-71.07857147,9,"POINT(42.32169388376811, -71.07944581318839)"
38,5,IRWIN AV,ROXBURY,02119,1200402010,68,42.32170524,-71.07830243,9,"POINT(42.32169388376811, -71.07944581318839)"
39,26,ALASKA ST,ROXBURY,02119,1200415000,60,42.32110869,-71.07825395,9,"POINT(42.32169388376811, -71.07944581318839)"
40,24,ALASKA ST,ROXBURY,02119,1200416000,60,42.32114061,-71.07832399,9,"POINT(42.32169388376811, -71.07944581318839)"
41,147,BLUE HILL AV,ROXBURY,02119,1200465000,76,42.31981044,-71.07803733,9,"POINT(42.32169388376811, -71.07944581318839)"
42,139,BLUE HILL AV,ROXBURY,02119,1200432000,65,42.32011608,-71.07801918,9,"POINT(42.32169388376811, -71.07944581318839)"
43,83,WAVERLY ST,ROXBURY,02119,1200464002,63,42.31984924,-71.07830403,9,"POINT(42.32169388376811, -71.07944581318839)"
44,76,WAVERLY ST,ROXBURY,02119,1200433000,51,42.32018642,-71.07819711,9,"POINT(42.32169388376811, -71.07944581318839)"
45,81,WAVERLY ST,ROXBURY,02119,1200463001,73,42.31991553,-71.07846647,9,"POINT(42.32169388376811, -71.07944581318839)"
46,72,WAVERLY ST,ROXBURY,02119,1200434000,51,42.32033717,-71.0783221,9,"POINT(42.32169388376811, -71.07944581318839)"
47,69,WAVERLY ST,ROXBURY,02119,1200460000,60,42.32013237,-71.07899116,9,"POINT(42.32169388376811, -71.07944581318839)"
48,67,WAVERLY ST,ROXBURY,02119,1200459000,59,42.32016515,-71.07906257,9,"POINT(42.32169388376811, -71.07944581318839)"
49,65,WAVERLY ST,ROXBURY,02119,1200458000,60,42.32019731,-71.07913415,9,"POINT(42.32169388376811, -71.07944581318839)"
50,59,WAVERLY ST,ROXBURY,02119,1200455000,60,42.32029182,-71.07934195,9,"POINT(42.32169388376811, -71.07944581318839)"
51,31,WAVERLY ST,ROXBURY,02119,1200444020,59,42.32088429,-71.08060636,9,"POINT(42.32169388376811, -71.07944581318839)"
52,29,WAVERLY ST,ROXBURY,02119,1200444010,61,42.32093566,-71.0807157,9,"POINT(42.32169388376811, -71.07944581318839)"
53,16,CLIFFORD ST,ROXBURY,02119,1200489000,61,42.32067617,-71.0809214,9,"POINT(42.32169388376811, -71.07944581318839)"
54,18,CLIFFORD ST,ROXBURY,02119,1200488000,57,42.32062326,-71.08081302,9,"POINT(42.32169388376811, -71.07944581318839)"
55,22,CLIFFORD ST,ROXBURY,02119,1200486000,59,42.32052399,-71.08058588,9,"POINT(42.32169388376811, -71.07944581318839)"
56,40,CLIFFORD ST,ROXBURY,02119,1200481000,59,42.32009074,-71.07967271,9,"POINT(42.32169388376811, -71.07944581318839)"
57,39,CLIFFORD ST,ROXBURY,02119,1200789000,51,42.31963854,-71.07975116,9,"POINT(42.32169388376811, -71.07944581318839)"
58,48,CLIFFORD ST,ROXBURY,02119,1200479000,61,42.31997086,-71.07941827,9,"POINT(42.32169388376811, -71.07944581318839)"
59,41,CLIFFORD ST,ROXBURY,02119,1200790000,51,42.3195564,-71.07956811,9,"POINT(42.32169388376811, -71.07944581318839)"
60,61,CLIFFORD ST,ROXBURY,02119,1200797000,59,42.31921001,-71.07874912,9,"POINT(42.32169388376811, -71.07944581318839)"
61,65,CLIFFORD ST,ROXBURY,02119,1200799000,51,42.31911283,-71.07850125,9,"POINT(42.32169388376811, -71.07944581318839)"
62,183,BLUE HILL AV,ROXBURY,02119,1200807000,51,42.31841803,-71.07798796,9,"POINT(42.32169388376811, -71.07944581318839)"
63,44,WOODBINE ST,ROXBURY,02119,1200813000,61,42.31884159,-71.07868693,9,"POINT(42.32169388376811, -71.07944581318839)"
64,42,WOODBINE ST,ROXBURY,02119,1200814000,61,42.31887901,-71.07878514,9,"POINT(42.32169388376811, -71.07944581318839)"
65,34,WOODBINE ST,ROXBURY,02119,1200818000,51,42.31906175,-71.07929689,9,"POINT(42.32169388376811, -71.07944581318839)"
66,32,WOODBINE ST,ROXBURY,02119,1200819000,51,42.31912047,-71.07944121,9,"POINT(42.32169388376811, -71.07944581318839)"
67,12,WOODBINE ST,ROXBURY,02119,1200829000,51,42.31963715,-71.08050455,9,"POINT(42.32169388376811, -71.07944581318839)"
68,6,WOODBINE ST,ROXBURY,02119,1200832000,60,42.3198047,-71.0808591,9,"POINT(42.32169388376811, -71.07944581318839)"
0,11,WOODBINE ST,ROXBURY,02119,1200841000,51,42.31921548,-71.08063999,10,"POINT(42.31722380203702, -71.08016852166668)"
1,15,WOODBINE ST,ROXBURY,02119,1200842000,61,42.31917263,-71.08054835,10,"POINT(42.31722380203702, -71.08016852166668)"
2,19,WOODBINE ST,ROXBURY,02119,1200844000,61,42.31906802,-71.08033171,10,"POINT(42.31722380203702, -71.08016852166668)"
3,21,WOODBINE ST,ROXBURY,02119,1200845000,51,42.31901394,-71.08022297,10,"POINT(42.31722380203702, -71.08016852166668)"
4,23,WOODBINE ST,ROXBURY,02119,1200846000,51,42.31896811,-71.08012855,10,"POINT(42.31722380203702, -71.08016852166668)"
5,29,WOODBINE ST,ROXBURY,02119,1200849000,51,42.31881132,-71.07979644,10,"POINT(42.31722380203702, -71.08016852166668)"
6,35,WOODBINE ST,ROXBURY,02119,1200851000,51,42.31872251,-71.0796043,10,"POINT(42.31722380203702, -71.08016852166668)"
7,41,WOODBINE ST,ROXBURY,02119,1200855000,61,42.31854019,-71.07916274,10,"POINT(42.31722380203702, -71.08016852166668)"
8,62,EDGEWOOD ST,ROXBURY,02119,1200902000,59,42.31795287,-71.0790396,10,"POINT(42.31722380203702, -71.08016852166668)"
9,13,SOUTHWOOD ST,ROXBURY,02119,1200867000,76,42.31826052,-71.07880743,10,"POINT(42.31722380203702, -71.08016852166668)"
10,60,EDGEWOOD ST,ROXBURY,02119,1200903010,76,42.3180272,-71.07915304,10,"POINT(42.31722380203702, -71.08016852166668)"
11,58,EDGEWOOD ST,ROXBURY,02119,1200904010,76,42.31811463,-71.0792833,10,"POINT(42.31722380203702, -71.08016852166668)"
12,29,EDGEWOOD ST,ROXBURY,02119,1200917010,52,42.31793674,-71.07980119,10,"POINT(42.31722380203702, -71.08016852166668)"
13,31,EDGEWOOD ST,ROXBURY,02119,1200917020,52,42.31787739,-71.07971744,10,"POINT(42.31722380203702, -71.08016852166668)"
14,27,EDGEWOOD ST,ROXBURY,02119,1200916000,51,42.31800891,-71.07989154,10,"POINT(42.31722380203702, -71.08016852166668)"
15,25,EDGEWOOD ST,ROXBURY,02119,1200915000,57,42.31806711,-71.07997861,10,"POINT(42.31722380203702, -71.08016852166668)"
16,23,EDGEWOOD ST,ROXBURY,02119,1200914000,68,42.31812177,-71.08006124,10,"POINT(42.31722380203702, -71.08016852166668)"
17,19,EDGEWOOD ST,ROXBURY,02119,1200913000,76,42.31818645,-71.08019445,10,"POINT(42.31722380203702, -71.08016852166668)"
18,34,EDGEWOOD ST,ROXBURY,02119,1200878000,59,42.3186246,-71.0801569,10,"POINT(42.31722380203702, -71.08016852166668)"
19,11,EDGEWOOD ST,ROXBURY,02119,1200908000,61,42.3184067,-71.08066346,10,"POINT(42.31722380203702, -71.08016852166668)"
20,13,MAYWOOD ST,ROXBURY,02119,1200970000,59,42.31773989,-71.08113418,10,"POINT(42.31722380203702, -71.08016852166668)"
21,40,MAYWOOD ST,ROXBURY,02119,1200944000,86,42.31758812,-71.08031743,10,"POINT(42.31722380203702, -71.08016852166668)"
22,54  56,MAYWOOD ST,ROXBURY,02119,1200939000,52,42.31732348,-71.07995063,10,"POINT(42.31722380203702, -71.08016852166668)"
23,62,MAYWOOD ST,ROXBURY,02119,1200937010,66,42.31721366,-71.079814,10,"POINT(42.31722380203702, -71.08016852166668)"
24,66,MAYWOOD ST,ROXBURY,02119,1200936010,66,42.31709822,-71.07967119,10,"POINT(42.31722380203702, -71.08016852166668)"
25,37,MAYWOOD ST,ROXBURY,02119,1200985000,59,42.31677247,-71.07999845,10,"POINT(42.31722380203702, -71.08016852166668)"
26,92,MAYWOOD ST,ROXBURY,02119,1200931010,66,42.31673409,-71.07927575,10,"POINT(42.31722380203702, -71.08016852166668)"
27,45  47,MAYWOOD ST,ROXBURY,02119,1200989010,66,42.3164489,-71.07957471,10,"POINT(42.31722380203702, -71.08016852166668)"
28,96,MAYWOOD ST,ROXBURY,02119,1200930010,66,42.31661371,-71.07912431,10,"POINT(42.31722380203702, -71.08016852166668)"
29,49 49A,MAYWOOD ST,ROXBURY,02119,1200991000,57,42.3163306,-71.07941474,10,"POINT(42.31722380203702, -71.08016852166668)"
30,98  100,MAYWOOD ST,ROXBURY,02119,1200928000,59,42.31650202,-71.07897092,10,"POINT(42.31722380203702, -71.08016852166668)"
31,77,SAVIN ST,ROXBURY,02119,1202930000,59,42.31553539,-71.07951277,10,"POINT(42.31722380203702, -71.08016852166668)"
32,75,SAVIN ST,ROXBURY,02119,1202929000,59,42.31558182,-71.07959683,10,"POINT(42.31722380203702, -71.08016852166668)"
33,63,SAVIN ST,ROXBURY,02119,1202925010,66,42.31582765,-71.08002131,10,"POINT(42.31722380203702, -71.08016852166668)"
34,44,SAVIN ST,ROXBURY,02119,1201005010,66,42.3162184,-71.07981363,10,"POINT(42.31722380203702, -71.08016852166668)"
35,59,SAVIN ST,ROXBURY,02119,1202924010,66,42.31593971,-71.08020338,10,"POINT(42.31722380203702, -71.08016852166668)"
36,38,SAVIN ST,ROXBURY,02119,1201008000,51,42.31639637,-71.08007896,10,"POINT(42.31722380203702, -71.08016852166668)"
37,36,SAVIN ST,ROXBURY,02119,1201009000,60,42.31648963,-71.08021317,10,"POINT(42.31722380203702, -71.08016852166668)"
38,32  34,SAVIN ST,ROXBURY,02119,1201010000,66,42.31657878,-71.08035289,10,"POINT(42.31722380203702, -71.08016852166668)"
39,47,SAVIN ST,ROXBURY,02119,1202919000,51,42.31628388,-71.08075937,10,"POINT(42.31722380203702, -71.08016852166668)"
40,30,SAVIN ST,ROXBURY,02119,1201011000,66,42.31667744,-71.08049176,10,"POINT(42.31722380203702, -71.08016852166668)"
41,39,SAVIN ST,ROXBURY,02119,1202916000,76,42.31648037,-71.08102316,10,"POINT(42.31722380203702, -71.08016852166668)"
42,22,SAVIN ST,ROXBURY,02119,1201014010,76,42.3168908,-71.08080215,10,"POINT(42.31722380203702, -71.08016852166668)"
43,20,SAVIN ST,ROXBURY,02119,1201016000,51,42.31697944,-71.08093045,10,"POINT(42.31722380203702, -71.08016852166668)"
44,18,SAVIN ST,ROXBURY,02119,1201017000,51,42.31704933,-71.08102285,10,"POINT(42.31722380203702, -71.08016852166668)"
45,31,SAVIN ST,ROXBURY,02119,1202915000,76,42.31664048,-71.08115311,10,"POINT(42.31722380203702, -71.08016852166668)"
46,1,TUPELO ST,ROXBURY,02119,1202973000,59,42.31671728,-71.08152953,10,"POINT(42.31722380203702, -71.08016852166668)"
47,3,TUPELO ST,ROXBURY,02119,1202974000,51,42.31667599,-71.08166037,10,"POINT(42.31722380203702, -71.08016852166668)"
48,20,QUINCY ST,ROXBURY,02119,1202910010,76,42.31614566,-71.08157296,10,"POINT(42.31722380203702, -71.08016852166668)"
49,7,TUPELO ST,ROXBURY,02119,1202976000,51,42.31647378,-71.08178639,10,"POINT(42.31722380203702, -71.08016852166668)"
50,32,QUINCY ST,DORCHESTER,02121,1202962000,51,42.31602106,-71.08100976,10,"POINT(42.31722380203702, -71.08016852166668)"
51,34,QUINCY ST,DORCHESTER,02121,1202961000,51,42.31596057,-71.0808836,10,"POINT(42.31722380203702, -71.08016852166668)"
52,38,QUINCY ST,DORCHESTER,02121,1202959000,76,42.31580153,-71.08060905,10,"POINT(42.31722380203702, -71.08016852166668)"
53,56,QUINCY ST,DORCHESTER,02121,1202950000,86,42.3152577,-71.07964316,10,"POINT(42.31722380203702, -71.08016852166668)"
0,2806,WASHINGTON ST,ROXBURY,02119,1100316010,64,42.32120875,-71.09215585,11,"POINT(42.31948780116279, -71.09067047767441)"
1,2820,WASHINGTON ST,ROXBURY,02119,1101939020,59,42.32106437,-71.09235023,11,"POINT(42.31948780116279, -71.09067047767441)"
2,2826,WASHINGTON ST,ROXBURY,02119,1101939010,62,42.32100375,-71.09243217,11,"POINT(42.31948780116279, -71.09067047767441)"
3,2800,WASHINGTON ST,ROXBURY,02119,1100317010,64,42.32125238,-71.09206455,11,"POINT(42.31948780116279, -71.09067047767441)"
4,125,MARTIN LUTHER KING JR BL,ROXBURY,02119,1100318010,66,42.32123722,-71.09192042,11,"POINT(42.31948780116279, -71.09067047767441)"
5,127,MARTIN LUTHER KING JR BL,ROXBURY,02119,1100319010,67,42.32118401,-71.09182091,11,"POINT(42.31948780116279, -71.09067047767441)"
6,10,ELMORE ST,ROXBURY,02119,1100315010,65,42.32100804,-71.09186192,11,"POINT(42.31948780116279, -71.09067047767441)"
7,129,MARTIN LUTHER KING JR BL,ROXBURY,02119,1100320010,67,42.3211466,-71.09173688,11,"POINT(42.31948780116279, -71.09067047767441)"
8,131,MARTIN LUTHER KING JR BL,ROXBURY,02119,1100321010,67,42.32110918,-71.09165286,11,"POINT(42.31948780116279, -71.09067047767441)"
9,12,ELMORE ST,ROXBURY,02119,1100314010,65,42.32092764,-71.09172187,11,"POINT(42.31948780116279, -71.09067047767441)"
10,133,MARTIN LUTHER KING JR BL,ROXBURY,02119,1100322010,67,42.32107176,-71.09156884,11,"POINT(42.31948780116279, -71.09067047767441)"
11,14,ELMORE ST,ROXBURY,02119,1100313010,65,42.32086718,-71.09161755,11,"POINT(42.31948780116279, -71.09067047767441)"
12,137,MARTIN LUTHER KING JR BL,ROXBURY,02119,1100324010,67,42.32099693,-71.0914008,11,"POINT(42.31948780116279, -71.09067047767441)"
13,16,ELMORE ST,ROXBURY,02119,1100312010,65,42.32081663,-71.09150247,11,"POINT(42.31948780116279, -71.09067047767441)"
14,18,ELMORE ST,ROXBURY,02119,1100311010,65,42.32074122,-71.09142991,11,"POINT(42.31948780116279, -71.09067047767441)"
15,49,ELMORE ST,ROXBURY,02119,1101956000,61,42.3195068,-71.09102857,11,"POINT(42.31948780116279, -71.09067047767441)"
16,139,MARTIN LUTHER KING JR BL,ROXBURY,02119,1100325010,67,42.32095651,-71.09129096,11,"POINT(42.31948780116279, -71.09067047767441)"
17,2846,WASHINGTON ST,ROXBURY,02119,1101937010,62,42.32080121,-71.09271431,11,"POINT(42.31948780116279, -71.09067047767441)"
18,2840,WASHINGTON ST,ROXBURY,02119,1101937020,62,42.32085184,-71.09264378,11,"POINT(42.31948780116279, -71.09067047767441)"
19,2830,WASHINGTON ST,ROXBURY,02119,1101938020,62,42.32095311,-71.09250271,11,"POINT(42.31948780116279, -71.09067047767441)"
